"TF","Mean_Selected_Rank","Best_Selected_Rank","Worst_Selected_Rank","DoRothEA_Rank","ChEA3_Rank","CollecTRI_Rank","DoRothEA_P_Value","CollecTRI_P_Value","DoRothEA_Score","ChEA3_Score","CollecTRI_Score","CheA3_Library_Count","Consensus_Rank"
"ATF3","15.00000000000000","1","39","39","1","5","0.15037880202684200670","0.0000050033521203276503299816","0.822813379247086","0.000614300000000000","4.56464712567534026","6","1"
"EGR1","18.33333333333333","8","27","27","8","20","0.06159150344614289924","0.0009012414154642339790893257","1.210479194669370","0.002457000000000000","3.31966929335127992","6","2"
"PPARG","31.66666666666667","14","50","14","50","31","0.00785983301493171915","0.0019495088322264999235178262","2.104586680609970","0.013469999999999999","3.09781835066561984","5","3"
"FOSL1","39.33333333333334","7","66","7","66","45","0.00056131617967546696","0.0043768892312765197635804348","3.250792439265270","0.016840000000000001","2.84963888150280020","5","4"
"CEBPB","43.33333333333334","6","90","6","90","34","0.00034356354190148800","0.0023965192863517397955930299","3.463992928633240","0.022079999999999999","3.03610998456690018","6","5"
"MYC","53.33333333333334","8","86","66","86","8","0.71883543313780295936","0.0000566119274231836029447583","0.143370523609597","0.021160000000000002","4.02650545195762977","6","6"
"NFKB1","55.33333333333333","4","126","4","36","126","0.00019367394287273001","0.0451912645641594987178102372","3.712928805857140","0.009828000000000000","2.00286980761676014","4","7"
"BACH1","61.66666666666667","21","133","31","21","133","0.09310605898064140684","0.0481895897048809987439632607","1.031022055901190","0.006098000000000000","1.97569272216340996","6","8"
"FOSL2","65.33333333333333","20","109","20","67","109","0.03203588713331920190","0.0362466674169054994814054282","1.494363245083370","0.016950000000000000","2.09414946979357008","5","9"
"FOS","66.00000000000000","4","189","5","4","189","0.00021049369110129199","0.0845101753723505044746389103","3.676760916269910","0.001245000000000000","1.72509598846408996","5","10"
"JUNB","71.33333333333333","45","112","45","57","112","0.15590629990835500052","0.0378267055850579000941813490","0.807136335355383","0.014959999999999999","2.07672762322303006","4","11"
"NR3C1","80.00000000000000","3","179","179","58","3","1.00000000000000000000","0.0000001531932542537320104729","0.000000000000000","0.015360000000000000","5.24867958793956024","6","12"
"KLF6","80.00000000000000","30","168","42","168","30","0.15314699139367199399","0.0019094777583552699929542174","0.814891530584218","0.040599999999999997","3.10396212122125004","4","13"
"STAT1","87.33333333333333","4","199","59","199","4","0.24289462216336099587","0.0000019237747995174798154030","0.614582100635924","0.049140000000000003","4.76127103068179025","6","14"
