Data_Type,Dataset_ID,Plot_Category,Analysis_Name,GeneSet_Name,Plot_Type,PDF_File,PNG_File,Terms_Plotted,Matrix_File,Term_Metadata_File,Figure_Width_In,Figure_Height_In,Heatmap_Side_In,Top_Bar_Height_In,Status_Strip_Width_In,Bottom_Margin_In,Right_Label_Width_In,Label_Font_Size,Status,Error_Message,Top_N,Term_Selection_Method,Overlap_Method,Clustering_Method,PValue_Transform,Pathway_Gene_Source_Priority,Label_Wrap_Width,Text_Font_Family,Text_Font_Weight,Keep_Color,Exclude_Color,Heatmap_High_Color,Bar_Color,Workers_Used
ngs,GSE50760,ATF3_correlation,Liver_metastasis,IMMUNESIGDB,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/pathway_overlap_heatmap_terms.csv,17.32,14.706,10.2,1.836,0.32,2.27,4.04,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Liver_metastasis,TFT_GTRD,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/pathway_overlap_heatmap_terms.csv,17.11,14.616,10.2,1.836,0.32,2.18,3.83,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Liver_metastasis,TFT_TFT_LEGACY,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/pathway_overlap_heatmap_terms.csv,16.08,14.136,10.2,1.836,0.32,1.7,2.8,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Liver_metastasis,hallmark,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/png/pathway_overlap_heatmap.png,30,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/pathway_overlap_heatmap_terms.csv,13.81,11.127,7.65,1.377,0.32,1.7,3.08,7.5667,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,C6,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/C6/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/C6/png/pathway_overlap_heatmap.png,34,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/C6/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/C6/pathway_overlap_heatmap_terms.csv,14.9,12.3506,8.67,1.5606,0.32,1.72,3.15,7.2333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,CP_BIOCARTA,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/pathway_overlap_heatmap_terms.csv,16.08,14.136,10.2,1.836,0.32,1.7,2.8,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,CP_KEGG_LEGACY,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/pathway_overlap_heatmap_terms.csv,17.13,14.456,10.2,1.836,0.32,2.02,3.85,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,CP_KEGG_MEDICUS,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/pathway_overlap_heatmap_terms.csv,17.32,14.706,10.2,1.836,0.32,2.27,4.04,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,CP_REACTOME,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/pathway_overlap_heatmap_terms.csv,17.32,14.706,10.2,1.836,0.32,2.27,4.04,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,CP_WIKIPATHWAYS,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/pathway_overlap_heatmap_terms.csv,17.32,14.706,10.2,1.836,0.32,2.27,4.04,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,GO_BP,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/pathway_overlap_heatmap_terms.csv,17.32,14.706,10.2,1.836,0.32,2.27,4.04,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,GO_CC,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/pathway_overlap_heatmap_terms.csv,16.57,14.216,10.2,1.836,0.32,1.78,3.29,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,GO_MF,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/pathway_overlap_heatmap_terms.csv,17.37,14.896,10.2,1.836,0.32,2.46,4.09,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,HPO,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/HPO/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/HPO/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/HPO/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/HPO/pathway_overlap_heatmap_terms.csv,17.25,14.676,10.2,1.836,0.32,2.24,3.97,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
ngs,GSE50760,ATF3_correlation,Normal_colon,IMMUNESIGDB,pathway_overlap_combo_heatmap,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/pdf/pathway_overlap_heatmap.pdf,results/ngs/GSE50760/plots/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/png/pathway_overlap_heatmap.png,40,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/pathway_overlap_matrix.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/pathway_overlap_heatmap_terms.csv,17.44,14.926,10.2,1.836,0.32,2.49,4.16,6.7333,OK,,40,top_n_full_gsea_input_by_p_value_before_pathwaydenester_filtering,row_pathway_coverage_intersection_over_row_pathway_size,complete_linkage_on_one_minus_symmetrized_overlap,-log10(raw_GSEA_pvalue),GMT_full_gene_set_then_selected_genes_fallback,45,Helvetica,bold,#7D8BC5,#F9C4DA,#33469D,#33469D,10
