"TF","Mean_Selected_Rank","Best_Selected_Rank","Worst_Selected_Rank","DoRothEA_Rank","ChEA3_Rank","CollecTRI_Rank","DoRothEA_P_Value","CollecTRI_P_Value","DoRothEA_Score","ChEA3_Score","CollecTRI_Score","CheA3_Library_Count","Consensus_Rank"
"HIF1A","17.00000000000000","1","47","1","47","3","0.0000000144755926490631","0.00000084441897126952600","7.83936364667141028","0.01220000000000000","4.92481107648519956","5","1"
"IRF9","20.00000000000000","13","33","13","14","33","0.0011920699722373000271","0.00090928563889491995260","2.92369825158852015","0.00356100000000000","3.31718752511289017","4","2"
"VDR","23.00000000000000","9","48","9","48","12","0.0008862648355397180315","0.00012625151467179700996","3.05243648191990014","0.01229000000000000","3.83365825033569996","5","3"
"PPARG","31.33333333333333","2","51","51","41","2","0.0391021581983519994630","0.00000009268609864403750","1.40779927156147000","0.01010000000000000","5.34050875979635986","5","4"
"ATF3","33.66666666666666","4","69","28","4","69","0.0132306853204950999187","0.00385374165977272987657","1.87841765972776997","0.00122900000000000","2.88989202647770016","6","5"
"ESR1","38.00000000000000","16","72","16","26","72","0.0024015000035170798454","0.00444174138539236030426","2.61951740838898006","0.00673400000000000","2.84495703519877985","6","6"
"KLF4","45.66666666666666","9","105","105","9","23","0.1993305642003959932129","0.00042867538479720798412","0.70042610397961802","0.00245700000000000","3.52177031101102012","5","7"
"CEBPB","50.66666666666666","24","95","95","33","24","0.1798488191402889957438","0.00043481311281233600997","0.74509240934694398","0.00847500000000000","3.51799954216822020","6","8"
"PGR","55.66666666666666","13","101","101","53","13","0.1843552465498790038367","0.00013032846536467499387","0.73434449833321802","0.01347000000000000","3.82583708033520020","4","9"
"STAT2","57.00000000000000","36","86","49","86","36","0.0344247790069161022086","0.00121905516013528993254","1.46312883905607993","0.02137000000000000","3.23438379852180979","5","10"
"HHEX","63.33333333333334","41","99","99","50","41","0.1843552465498790038367","0.00145375151515430992358","0.73434449833321802","0.01282000000000000","3.18376067590887013","4","11"
"RELB","74.33333333333333","54","110","110","54","59","0.2140316690102050112277","0.00217659321110775984959","0.66952196189004398","0.01353000000000000","3.06501466929003019","4","12"
"EPAS1","75.33333333333333","36","144","36","144","46","0.0229173064826929014093","0.00194558358712039990157","1.63983642721267997","0.03624000000000000","3.09841562973916007","4","13"
"STAT1","76.33333333333333","11","126","11","126","92","0.0009965774643044670623","0.00884804119704584064732","3.00148893779397019","0.03194000000000000","2.61787036426090003","6","14"
"SMAD3","77.66666666666667","9","190","34","190","9","0.0222625870263736015675","0.00004678238129186150149","1.65242436983077989","0.04792000000000000","4.07114616933175011","5","15"
"EGR1","79.66666666666667","65","102","102","72","65","0.1938341556722660008472","0.00294826130656420000442","0.71256969316248797","0.01805000000000000","2.97308152574506979","6","16"
"CDX2","83.66666666666667","13","188","50","13","188","0.0380845114042673987820","0.05321391536325190130263","1.41925161170751002","0.00336700000000000","1.93318091178508000","5","17"
"KLF5","89.00000000000000","35","150","150","82","35","0.4456445231417520136397","0.00107185199042759992695","0.35101142647697497","0.02027000000000000","3.27095438142979011","5","18"
"RUNX2","93.00000000000000","27","133","133","119","27","0.3354943692255700216087","0.00051184544786939795667","0.47431476442132398","0.03049000000000000","3.47447951304150981","5","19"
"NFKB1","97.00000000000000","23","175","23","175","93","0.0109737164830293991435","0.00899596850851967951013","1.95964626442848000","0.04361000000000000","2.61220731012602014","4","20"
"FOXA1","102.66666666666667","80","135","80","93","135","0.1103345436492299963538","0.02259282999264779906445","0.95728849692008600","0.02357000000000000","2.28025059750259995","6","21"
"KLF6","103.00000000000000","57","190","62","57","190","0.0669491267311504018034","0.05393530518223960124047","1.17425508345131990","0.01474000000000000","1.92735579045266991","4","22"
"NR3C1","108.33333333333333","1","225","225","99","1","1.0000000000000000000000","0.00000000134271481974257","0.00000000000000000","0.02542000000000000","6.06220074049642044","6","23"
"TFAP2A","112.33333333333333","10","193","10","193","134","0.0009481001470023780499","0.02229528715494030061128","3.02314578608666995","0.04854000000000000","2.28529924547589003","6","24"
"TP63","112.33333333333333","20","183","20","134","183","0.0047738441672943296087","0.05201111074597550287812","2.32113176178271008","0.03360000000000000","1.94304177773054998","5","25"
"GATA4","114.66666666666667","66","203","203","66","75","1.0000000000000000000000","0.00508984774078894992161","0.00000000000000000","0.01684000000000000","2.80129176864179996","5","26"
"TCF4","119.00000000000000","21","255","255","81","21","1.0000000000000000000000","0.00029985960952102200987","0.00000000000000000","0.02020000000000000","3.61542126001259989","5","27"
"NR1H3","119.33333333333333","33","215","33","110","215","0.0196267523941861012082","0.07650486730190360351589","1.70715155643501992","0.02778000000000000","1.77133586181597003","5","28"
