"Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Length","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000136450","ENSG00000136450","SRSF1","ENSG00000136450","6426","protein_coding",6428,-0.430844817306271,7.63294013724822,-5.52816189330409,1.2973253867324e-06,0.0105084422738214,5.03085367054297
"ENSG00000099783","ENSG00000099783","HNRNPM","ENSG00000099783","4670","protein_coding",44348,-0.32110453008759,7.6597074133514,-5.51528527878216,1.35680339235913e-06,0.0105084422738214,4.99161990085766
"ENSG00000129351","ENSG00000129351","ILF3","ENSG00000129351","3609","protein_coding",38155,-0.232454070899184,8.56923109853863,-5.19100470114046,4.16825804185798e-06,0.02152210568946,3.98561517754233
"ENSG00000099800","ENSG00000099800","TIMM13","ENSG00000099800","26517","protein_coding",1964,-0.29585689126093,5.30694452339462,-5.05086067474659,6.7398231707174e-06,0.0260999652286031,3.52934901768048
"ENSG00000122884","ENSG00000122884","P4HA1","ENSG00000122884","5033","protein_coding",91173,0.432188610952018,6.52739648613328,4.90808316990846,1.09602788042791e-05,0.0339549437356567,3.16415291702999
"ENSG00000116560","ENSG00000116560","SFPQ","ENSG00000116560","6421","protein_coding",17069,-0.287959713054359,8.26834216896115,-4.70024983560019,2.20935199315293e-05,0.0570381039565647,2.54123802797432
"ENSG00000071626","ENSG00000071626","DAZAP1","ENSG00000071626","26528","protein_coding",28152,-0.319520151387626,6.77164123321217,-4.64799389203879,2.63151777527984e-05,0.0582317290558354,2.39957926027741
"ENSG00000282283","ENSG00000282283","PLPPR3","ENSG00000282283","79948","protein_coding",493,-0.225851659399469,5.64315470056439,-4.24608849034815,9.88251926867153e-05,0.120075497507997,1.22648958503318
"TRNF","TRNF","TRNF",NA,"4558","tRNA",71,0.883050997255067,0.065522571183204,4.2457848236005,9.89224712396653e-05,0.120075497507997,-0.705790301056797
"LOC101928841","LOC101928841","LOC101928841",NA,"101928841",NA,11033,1.68905419939785,-0.750997360222244,4.23191326375116,0.000103466912421372,0.120075497507997,-1.48626592123973
"ENSG00000147274","ENSG00000147274","RBMX","ENSG00000147274","27316","protein_coding",32761,-0.224085257399486,7.5301772562167,-4.20094166948851,0.000114358570925204,0.120075497507997,1.11427024813385
"ENSG00000182944","ENSG00000182944","EWSR1","ENSG00000182944","2130","protein_coding",32522,-0.306606410942727,7.7288146626243,-4.19781661082139,0.000115517546598145,0.120075497507997,1.10436968606237
"MTRNR2L2","MTRNR2L2","MTRNR2L2",NA,"100462981","pseudo",1009,0.699771916532568,7.31552528887025,4.14786064613426,0.000135670324423205,0.120075497507997,0.964920031464665
"ENSG00000161547","ENSG00000161547","SRSF2","ENSG00000161547","6427","protein_coding",3281,-0.35021305259797,7.19608373422631,-4.1432598189966,0.000137689435863291,0.120075497507997,0.952613786563312
"ENSG00000226790","ENSG00000226790","HNRNPA3P1","ENSG00000226790","10151","processed_pseudogene",1139,-0.351044744371867,2.6986099991941,-4.10442975613551,0.000155933202214108,0.120075497507997,0.438867474073919
"ENSG00000163395","ENSG00000163395","IGFN1","ENSG00000163395","91156","protein_coding",38129,1.36117118639509,-1.33289538534841,4.0678809940976,0.000175234632008955,0.120075497507997,-2.07889158468512
"ENSG00000122566","ENSG00000122566","HNRNPA2B1","ENSG00000122566","3181","protein_coding",30379,-0.332432699230079,9.41528424256498,-4.06624643949543,0.000176149885145151,0.120075497507997,0.720494264873513
"ENSG00000225553","ENSG00000225553","PHF1","ENSG00000225553","5252","protein_coding",6082,0.484077031265398,5.39961813181171,4.06588407716868,0.00017635341312086,0.120075497507997,0.71813087938396
"ENSG00000283805","ENSG00000283805","MIR636","ENSG00000283805","693221","miRNA",99,-0.510558369891579,0.280478282341307,-4.06348364577453,0.000177707431497681,0.120075497507997,-0.81239326636112
"ENSG00000091483","ENSG00000091483","FH","ENSG00000091483","2271","protein_coding",22289,-0.264437824184444,6.05306135763127,-4.05464720507271,0.000182779195160459,0.120075497507997,0.70079637941783
"ENSG00000170144","ENSG00000170144","HNRNPA3","ENSG00000170144","220988","protein_coding",13520,-0.327970735624129,7.82013457440502,-4.05100672889922,0.000184909241061243,0.120075497507997,0.693399575344721
"ENSG00000197746","ENSG00000197746","PSAP","ENSG00000197746","5660","protein_coding",35042,0.322410791077399,9.81272001222798,4.04908491280509,0.000186043378966555,0.120075497507997,0.668372684113177
"MTRNR2L8","MTRNR2L8","MTRNR2L8",NA,"100463486","pseudo",1293,0.732982787128856,7.70888128046308,3.99775197361921,0.000218957366221281,0.13364277063646,0.546247936788325
