"ID","Description","NES","pvalue","qvalue","size","leadingEdge","var_name"
"Estrogen response late","Estrogen response late","-1.5999593313137839","0.0035241734509584930062908725","0.014825625160340584821061505","81","HSPA4L,AGR2,LAMC2,TFF3,PAPSS2,IMPA2,FDFT1,SFN,FKBP5,DNAJC1,SCARB1,CA12,SERPINA3,SLC27A2,SERPINA1,NHERF1,UGDH,CD44,ISG20,CXCL12,PTPN6,RABEP1,BAG1,IGFBP4,SLC16A1,TJP3,S100A9,GFUS,ALDH3A2,METTL3","TP53 (Mutation, COAD)"
"MYC targets V2","MYC targets V2","1.7456347650472668","0.0037852659983848304346698566","0.014825625160340584821061505","45","HSPE1,TBRG4,HSPD1,PRMT3,DCTPP1,NDUFAF4,UNG,SUPV3L1,TFB2M,RRP12,EXOSC5,WDR43,NOP56,PUS1,DDX18,UTP20,PHB1,RRP9,GNL3,AIMP2,GRWD1","TP53 (Mutation, COAD)"
"Peroxisome","Peroxisome","1.5860201697169354","0.0077936972708085409944356314","0.026545100524538838004939834","56","PRDX5,ACOT8,ACSL5,FIS1,NUDT19,GSTK1,ABCB1,HMGCL,HSD11B2,HSD17B11,FABP6,TSPO,ACAA1,TOP2A,PEX14,MVP,ACOX1,ECH1,MLYCD,ACSL1,PEX11B","TP53 (Mutation, COAD)"
"IL-6/JAK2/STAT3 signaling","IL-6/JAK2/STAT3 signaling","-1.7091639877828169","0.0079070512200753988868440203","0.026545100524538838004939834","20","PLA2G2A,FAS,A2M,GRB2,CD44,CD38,HMOX1,STAT1,CD14,STAT2","TP53 (Mutation, COAD)"
"KRAS signaling up","KRAS signaling up","-1.6033497946992996","0.0095276973486066677404560110","0.029853451692300893294262920","54","PIGR,TSPAN1,MMP9,APOD,ITGB2,F13A1,ARG1,ERO1A,LCP1,CFH,SERPINA3,FCER1G,SPARCL1,DOCK2,GLRX,EPB41L3,IGFBP3","TP53 (Mutation, COAD)"
"TNF-alpha signaling via NF-kB","TNF-alpha signaling via NF-kB","-1.6855604308868288","0.0105336451814895051826148631","0.030041525118558898288512182","31","LAMB3,ICAM1,PTX3,TNC,SERPINB8,PTPRE,CD44,PLEK,TNFAIP2,REL,IL18,NFKB2,MAP2K3","TP53 (Mutation, COAD)"
"Bile acid metabolism","Bile acid metabolism","1.6118252693376125","0.0108660835535213037839064043","0.030041525118558898288512182","40","AMACR,PRDX5,CYP27A1,LIPE,ACSL5,GSTK1,HSD17B11,PEX1,SLC29A1","TP53 (Mutation, COAD)"
"Glycolysis","Glycolysis","-1.4304514717100534","0.0130980815447471719836780579","0.034200546255728728195499855","108","QSOX1,P4HA1,SLC16A3,TFF3,TPI1,ERO1A,PGAM1,HK2,PPP2CB,P4HA2,PYGL,GNE,KDELR3,NDUFV3,ARPP19,CD44,ISG20,GLRX,AGL,ME2,CTH,IGFBP3,STMN1,NT5E,AGRN,ALDOB,MIF,LHPP,PKP2,B4GALT4,GMPPB,HSPA5,GFUS,SAP30,PKM,GYS1,MPI,KIF2A,PLOD2,IDUA,COL5A1,PRPS1","TP53 (Mutation, COAD)"
"Estrogen response early","Estrogen response early","-1.4816709493812028","0.0236943863479781753611508321","0.058612429387103912037382258","65","MUC1,MLPH,TFF3,PAPSS2,FDFT1,SFN,FKBP5,SCARB1,CA12,SLC27A2,NHERF1,FASN,CALB2,CD44,CXCL12,BAG1,IGFBP4,SLC16A1,TJP3,KRT18,PODXL,NADSYN1,LAD1,ABLIM1,ZNF185,CANT1,FKBP4,RAB31","TP53 (Mutation, COAD)"
"MYC targets V1","MYC targets V1","1.2237326942780316","0.0748299319727891154574450638","0.175850340136054439366120050","182","SSBP1,HSPE1,MRPL23,VDAC1,TUFM,HSPD1,GOT2,VDAC3,NHP2,NDUFAB1,MRPL9,TOMM70,RPL22,RSL1D1,UBA2,SSB,EIF1AX,PRDX3,EEF1B2,TRA2B,CYC1,FBL,HNRNPD,GLO1,SLC25A3,COX5A,XPOT,ILF2,DEK,NOP56,HNRNPR,MRPS18B,DDX18,KARS1,NCBP1,HSP90AB1,XPO1,PHB1,RRP9,YWHAQ,GNL3,HNRNPU,AIMP2","TP53 (Mutation, COAD)"
"mTORC1 signaling","MTORC1 signaling","-1.2368311284100066","0.0813953488372093081348879196","0.182170542635658933017239747","137","PSAT1,WARS1,P4HA1,ITGB2,CFP,TPI1,ERO1A,HMGCS1,HK2,GBE1,MCM2,CORO1A,MCM4,CTSC,NHERF1,SDF2L1,GLRX,PITPNB,ATP6V1D,DHFR,CTH,PSMB5,SSR1,CALR,RDH11,SYTL2,IFI30,LGMN,RRM2,PSMA3,HSP90B1,PGM1,HSPA5,NIBAN1,MAP2K3,PLOD2,MTHFD2,LTA4H,SLC1A5,FDXR,RPA1,GSR","TP53 (Mutation, COAD)"
"Hypoxia","Hypoxia","-1.2751122930529732","0.0964125560538116599396119000","0.205972278842233985640675087","81","P4HA1,HEXA,CP,TPI1,ERO1A,SCARB1,CA12,HK2,P4HA2,GBE1,TPD52,KDELR3,ISG20,GLRX,XPNPEP1,IGFBP3,NAGK,SELENBP1,ALDOB,MIF,HMOX1,PGM1,NEDD4L,HSPA5,SAP30,GYS1","TP53 (Mutation, COAD)"
"P53 pathway","P53 pathway","-1.2232263966651009","0.1258426966292134907554611800","0.257156814851001502830740719","74","HSPA4L,DDB2,FAS,RPS27L,DEF6,TRAFD1,SFN,CD82,UPP1,DGKA,BAX,GM2A,PTPRE,ITGB4,ADA,SERPINB5,IFI30,CASP1,HMOX1","TP53 (Mutation, COAD)"
"Reactive oxygen species pathway","Reactive oxygen species pathway","-1.2973967889997637","0.1360691144708423283571363527","0.266468682505399567794768245","32","LSP1,MBP,FTL,GLRX,MSRA,MPO,GSR,PFKP,NDUFB4,TXNRD1,GCLM,LAMTOR5,SELENOS","TP53 (Mutation, COAD)"
"UV response down","UV response down","1.1224114317971596","0.2649727767695099767131239332","0.488058151609553403371677405","59","SRI,MGMT,MRPS31,BCKDHB,VAV2,CAV1,DMAC2L,ANXA4,INPP4B,PEX14,FBLN5,ATRX,EFEMP1,LTBP1,MIOS,SYNJ2","TP53 (Mutation, COAD)"
"Apoptosis","Apoptosis","-1.1053814395865287","0.2704545454545454474803989342","0.488058151609553403371677405","78","CLU,FAS,DPYD,TIMP1,CASP3,F2,BAX,CD44,ISG20,CD38,CTH,GSTM1,ROCK1,BCL10,CASP1,HMOX1,KRT18,ANXA1,CASP7,RNASEL,IL18,CD14,TIMP2,FDXR,GSR,ENO2,XIAP,MMP2,RETSAT","TP53 (Mutation, COAD)"
"Apical junction","Apical junction","-1.0894981919429136","0.2803738317757009101960363751","0.488058151609553403371677405","102","LAMA3,MMP9,LAMC2,PFN1,LIMA1,FYB1,LAMB3,ICAM1,PTPRC,EVL,CALB2,RAC2,ACTG2,FSCN1,ADAM9,ITGB4,MPZL1,VCAM1,THBS3","TP53 (Mutation, COAD)"
"Angiogenesis","Angiogenesis","-1.0426924491501004","0.3818181818181818343305167218","0.640909090909090983778639838","18","VTN,TIMP1,APOH","TP53 (Mutation, COAD)"
"Xenobiotic metabolism","Xenobiotic metabolism","-1.0069329849198692","0.4276018099547511108760033949","0.669909502262443390385726616","90","VTN,PROS1,FAS,APOE,CNDP2,PLG,PAPSS2,ARG1,SAR1B,UPP1,PSMB10,HRG,UGDH,ARPP19,CDA,SERPINA6,HSD17B2,ITIH4","TP53 (Mutation, COAD)"
"IL-2/STAT5 signaling","IL-2/STAT5 signaling","-0.9757563260778718","0.5022123893805309213789200840","0.761418783899514561852583938","64","MUC1,P4HA1,GBP4,CKAP4,CASP3,HK2,ECM1,ALCAM,CD44,P2RX4","TP53 (Mutation, COAD)"
"Androgen response","Androgen response","-0.9244523920196004","0.5955056179775281011146148558","0.872571200425871662531562833","51","FKBP5,HMGCS1,IQGAP2,LMAN1,TPD52,AKT1,AZGP1,UAP1,VAPA,PTK2B,SEC24D","TP53 (Mutation, COAD)"
"Apical surface","Apical surface","-0.8861719199332748","0.6130346232179225696157232051","0.872571200425871662531562833","13","CRYBG1,LYN,ATP8B1,ADAM10","TP53 (Mutation, COAD)"
"Myogenesis","Myogenesis","-0.9133487779995237","0.6312217194570135525566456636","0.872571200425871662531562833","77","CLU,LSP1,APOD,FDPS,TPM3,AGL,ITGB4,COL15A1,IGFBP3,AGRN,BAG1","TP53 (Mutation, COAD)"
"E2F targets","E2F targets","0.9090533833203372","0.6602112676056337559060693820","0.877474219246371145430885008","103","RAD50,MRE11,PDS5B,TBRG4,PRKDC,DCTPP1,CSE1L,HMGB3,UNG,TRA2B,NBN,HNRNPD,SMC1A,TOP2A,AK2,LBR,DEK,NOP56,NUDT21,RAD21,CTCF,XPO1,SMC3,NUP205","TP53 (Mutation, COAD)"
"Heme metabolism","Heme metabolism","0.8963842922911905","0.6750448833034111695283741028","0.877474219246371145430885008","74","HTATIP2,TOP1,MGST3,NNT,SLC2A1,HTRA2,H1-0,ATP6V0A1,PGLS,GCLC,PC,LAMP2","TP53 (Mutation, COAD)"
"Unfolded protein response","Unfolded protein response","0.8875914837024604","0.6907775768535262539415953142","0.877474219246371145430885008","76","ALDH18A1,NHP2,DKC1,EIF4A2,FUS,YWHAZ,LSM4,PARN,IFIT1,DNAJC3,WFS1,EXOSC5,XPOT,EDC4,NOP56,ARFGAP1,RRP9,SKIC3,TUBB2A,PAIP1,NFYA,EXOSC1","TP53 (Mutation, COAD)"
"Mitotic spindle","Mitotic spindle","-0.8772063347661648","0.7258064516129032472946391863","0.887324712173296226147556354","103","KIF15,PCM1,LLGL1,ARHGAP4,ARFIP2,CDC42EP1,DOCK2,FSCN1,ARHGAP5,ARHGDIA,CDC42BPA,ROCK1,ABR,YWHAE,PAFAH1B1,NCK1,ARHGEF11,ARF6,AKAP13,BCR,EPB41L2,PREX1","TP53 (Mutation, COAD)"
"TGF-beta signaling","TGF-beta signaling","0.7995015003417301","0.7566037735849057144221774251","0.887324712173296226147556354","19","CDH1,CTNNB1,LTBP2","TP53 (Mutation, COAD)"
"Cholesterol homeostasis","Cholesterol homeostasis","-0.8128152573755805","0.7740492170022371665183413825","0.887324712173296226147556354","38","CLU,FDFT1,HMGCS1,FDPS,ALCAM,FASN,ANTXR2","TP53 (Mutation, COAD)"
"Hedgehog signaling","Hedgehog signaling","-0.7040242265872825","0.8673684210526315663258856148","0.970518249647106312494315716","12","PLG,L1CAM,NF1,NRP1,PML,DPYSL2","TP53 (Mutation, COAD)"
"PI3K/AKT/mTOR signaling","PI3K/AKT/mTOR signaling","-0.7592399647372453","0.9082969432314410562767648116","0.970518249647106312494315716","61","PFN1,SFN,GRB2,AKT1,ATF1,PPP2R1B,ARHGDIA,ITPR2,CALR,NCK1,PRKCB,HSP90B1,MAP2K3,STAT2","TP53 (Mutation, COAD)"
"DNA repair","DNA repair","0.7546987643470616","0.9205776173285198371587512156","0.970518249647106312494315716","86","POLR1D,BCAP31,RAE1,NELFCD,AK3,NELFB,APRT,MRPL40,TK2,SURF1,RALA,GPX4,UMPS,NUDT21,NT5C3A,POLB,NME3,CSTF3,ALYREF,DGUOK,RPA3,NELFE,POLR1C","TP53 (Mutation, COAD)"
"UV response up","UV response up","0.7487588837440409","0.9292196007259527767985218816","0.970518249647106312494315716","84","CYB5B,GLS,GGH,MRPL23,SPR,ABCB1,PPIF,CYB5R1,MAOA,ACAA1,EPCAM,TUBA4A,EPHX1,AGO2,YKT6,DGAT1,HNRNPU,RPN1,CNP,GRPEL1,HLA-F","TP53 (Mutation, COAD)"
"G2M checkpoint","G2M checkpoint","0.7177871839974165","0.9548736462093863064382048833","0.975631768953068689853580508","86","TOP1,PDS5B,DKC1,CHMP1A,HMGB3,HMGN2,PRP4K,TRA2B,HNRNPD,LIG3,SMC1A,CUL4A,SRSF10,TOP2A,ATRX,LBR,TNPO2,RAD21,CTCF,XPO1","TP53 (Mutation, COAD)"
"Protein secretion","Protein secretion","-0.5677745421904240","1.0000000000000000000000000000","1.000000000000000000000000000","75","LMAN1,TPD52,CTSC,ANP32E,SNAP23,NAPG,VPS4B,CD63,TMX1,SEC24D,KRT18,ARFGAP3,CLTA,ADAM10,GBF1,ATP6V1H,SCAMP3,ARFIP1,SEC22B,RER1,GOLGA4,IGF2R","TP53 (Mutation, COAD)"
"IFN-gamma response","IFN-gamma response","-2.4880178128887858","0.0000000002665418452717983047","0.000000012527466727774519856","89","MX1,GBP4,IFIT1,RIGI,OAS2,HLA-DRB1,IFIT3,PLSCR1,DDX60,GZMA,UBE2L6,NAMPT,MX2,OAS3,ISG15,STAT1,WARS1,STAT3,TAPBP,IFI35,FAS,PARP14,IRF9,EIF2AK2,TAP1,RNF213,TRIM14,OGFR,NMI,ISG20,TOR1B,CMPK2,CMTR1,LGALS3BP,PSME2,ICAM1,CD38,PARP12,PTPN1,CFH,BST2,CASP1","KRAS (Mutation, COAD)"
"IFN-alpha response","IFN-alpha response","-2.4297329556119438","0.0000000100063281872696117547","0.000000235148712400835867138","54","MX1,GBP4,IFIT3,PLSCR1,DDX60,UBE2L6,ISG15,OAS1,WARS1,GBP2,IFI35,CD47,PARP14,IRF9,EIF2AK2,TAP1,TRIM14,OGFR,NMI,ISG20,PARP9,CMPK2,CMTR1,LGALS3BP,PSME2,CNP,PARP12,PROCR,BST2,CASP1,MOV10,ADAR,C1S","KRAS (Mutation, COAD)"
"Complement","Complement","-2.2192607914944609","0.0000000637738314542480547398","0.000000999123359449886115925","98","FCN1,S100A12,F5,S100A9,ITGAM,APOC1,GCA,CDA,C9,C4BPB,PLG,PLSCR1,F2,GZMA,EHD1,C1QA,CLU,C1QC,FN1,DOCK10,CP,KLKB1,FCER1G,CSRP1,LIPA,COL4A2,ERAP2,PLEK,CASP10,LYN,CFH,CASP1,VCPIP1,GNAI2,CD55,C1S,PDP1,C1R,S100A13","KRAS (Mutation, COAD)"
"Allograft rejection","Allograft rejection","-1.9729575953490928","0.0000402307843575107305575389","0.000472711716200751056946028","68","MMP9,ELANE,NCF4,ITGB2,F2,CFP,GZMA,HLA-E,TAP2,STAT1,WARS1,TAPBP,GBP2,CD47,FAS,TAP1,ITGAL,FYB1,GALNT1,ICAM1,TRAF2,PTPRC,LYN,PRKCB,IL18,FLNA","KRAS (Mutation, COAD)"
"Peroxisome","Peroxisome","1.9900921519231742","0.0000740683486998955603435035","0.000696242477779018299754998","56","FABP6,EHHADH,ECH1,ABCB1,HSD17B4,FIS1,UGT2B17,GNPAT,MVP,ACAA1,ACSL5,GSTK1,CRAT,ECI2,MLYCD,TSPO,ALDH9A1,ACOX1,EPHX2,SCP2,ABCD3,SLC35B2,ALDH1A1,PRDX5","KRAS (Mutation, COAD)"
"Fatty acid metabolism","Fatty acid metabolism","1.7685148782371183","0.0002079540105697938955596482","0.001628973082796718839515560","114","HMGCS2,EHHADH,ECH1,HSD17B10,HSD17B4,ALDH3A2,ECHS1,HSPH1,HSD17B7,HADH,SUCLA2,MIF,NSDHL,SUCLG1,MDH2,BCKDHB,ACAA1,ACSL5,HADHB,CRAT,MCEE,MGLL,HSDL2,GCDH,ECI2,ACAA2,BPHL,MIX23,MLYCD,ERP29,ACADVL,ALDH9A1,ACOX1,ACO2,SUCLG2,ACADS,HIBCH,OSTC,ACAT2,ALDH1A1,PCBD1,DLST,ACADM,PRDX6,IDH1,PDHB,RAP1GDS1,PDHA1","KRAS (Mutation, COAD)"
"TNF-alpha signaling via NF-kB","TNF-alpha signaling via NF-kB","-2.0181226986690524","0.0005977482623953958270138220","0.004013452618940514977918799","31","TNC,PTX3,RIGI,SDC4,DNAJB4,NAMPT,EHD1,TAP1,NFKB2,SERPINB8,EIF1,ICAM1,PLEK","KRAS (Mutation, COAD)"
"Coagulation","Coagulation","-1.7363664549190063","0.0033585071776228376042028323","0.019731229668534171900473595","73","FGA,MMP9,PROS1,APOC1,C8A,C9,F9,PLG,F2,CPN1,CPB2,C8B,PECAM1,ANXA1,C1QA,CLU,C8G,FN1,VWF,KLKB1,HTRA1,CSRP1","KRAS (Mutation, COAD)"
"E2F targets","E2F targets","-1.5996991392153415","0.0043631976082814617409755265","0.022785587509914301262980985","103","MCM6,MCM3,MCM7,MCM5,MCM4,MCM2,SMC4,POLD2,NCAPD2,ANP32E,NASP,MKI67,RFC2,HMGB2,RFC1,PSIP1,H2AX,CSE1L,MAD2L1,UBR7,CDKN1B,CDK1,PCNA,RFC3,LYAR,TOP2A,DNMT1,DCK,LBR,SMC1A,DDX39A,SYNCRIP,CTPS1,SHMT1,SSRP1,SMC3,POLD1,PAICS,RRM2,ASF1A,NBN","KRAS (Mutation, COAD)"
"UV response down","UV response down","1.5978096239405042","0.0061950817974361438791874868","0.029116884447949877706696142","59","FBLN5,COL11A1,FHL2,EFEMP1,LTBP1,PLCB4,DMAC2L,BCKDHB,SRI,MGLL,MRPS31,DAB2,ANXA4,DLG1,DDAH1,IGFBP5,PRKCA,CELF2","KRAS (Mutation, COAD)"
"Estrogen response early","Estrogen response early","1.5057677708953743","0.0186807510506188448329289997","0.079817754489007783358367476","65","KRT18,KRT8,FHL2,SLC2A1,TFF3,TUBB2B,CALB2,ABLIM1,CXCL12,THSD4,WFS1,CANT1,FLNB,NADSYN1,BLVRB,FDFT1,KRT19,CA12,DYNLT3,ARL3","KRAS (Mutation, COAD)"
"G2M checkpoint","G2M checkpoint","-1.4437838403916470","0.0255465624006231788178933328","0.100057369402440782257812657","86","MCM6,MCM3,MCM5,MCM2,SMC4,RPS6KA5,NASP,MKI67,SAP30,SMC2,H2AX,MAD2L1,TOP1,CDKN1B,CDK1,CDC27,TOP2A,LBR,NUP50,NUMA1,YTHDC1,SMC1A,DTYMK,DDX39A,LIG3,SYNCRIP","KRAS (Mutation, COAD)"
"Inflammatory response","Inflammatory response","-1.5134784152106202","0.0288333966045937195588066970","0.104243818493531134605767363","37","CYBB,ITGA5,NAMPT,MSR1,CD82,TAPBP,EIF2AK2,SLC4A4,NMI,ICAM1,P2RX4,LYN,BST2,IL18,CD55","KRAS (Mutation, COAD)"
"Bile acid metabolism","Bile acid metabolism","1.5094315024747620","0.0316017993599878657673407645","0.106091754994244974463768472","40","AMACR,HSD17B4,GNPAT,SULT1B1,LIPE,ACSL5,GSTK1,MLYCD,FDXR,ALDH9A1,EPHX2,SCP2,ABCD3,SLC35B2,ALDH1A1,PRDX5,IDH1,SLC29A1,CROT","KRAS (Mutation, COAD)"
"Adipogenesis","Adipogenesis","1.3702361473934019","0.0396157467073683863811872641","0.124129339683087605572531231","131","ALDH2,ECH1,ETFB,FABP4,ECHS1,GHITM,MGST3,HADH,LPCAT3,GPX3,TST,SUCLG1,SQOR,MDH2,MTCH2,LIPE,AIFM1,DBT,CRAT,CS,AK2,MGLL,IMMT,ACAA2,COQ3,ESYT1,MRPL15,PTCD3,PDCD4,SAMM50,ACOX1,ACO2,EPHX2,SCP2,ACADS,HIBCH,ATP5PO","KRAS (Mutation, COAD)"
"Cholesterol homeostasis","Cholesterol homeostasis","1.4769909401229180","0.0440783011398538787650736026","0.129480009598320761066148066","38","ECH1,HSD17B7,ALCAM,ETHE1,CD9,ACTG1,NSDHL,PDK3,MVK,LGALS3,S100A11,FDFT1,LSS,ACAT2","KRAS (Mutation, COAD)"
"Reactive oxygen species pathway","Reactive oxygen species pathway","-1.3999252362853158","0.0609243697478991583227347917","0.165630182421227206690517164","32","FTL,MPO,NDUFB4,MBP,NDUFA6,NDUFS2,LSP1,G6PD","KRAS (Mutation, COAD)"
"Oxidative phosphorylation","Oxidative phosphorylation","1.2655425910529028","0.0634328358208955250807647985","0.165630182421227206690517164","170","ATP1B1,SLC25A6,ETFA,ECH1,ETFB,OAT,HSD17B10,NNT,ECHS1,SLC25A5,PHB2,MPC1,SURF1,MGST3,VDAC1,OPA1,HADHA,SUCLA2,SLC25A3,ALDH6A1,OXA1L,SUCLG1,MDH2,VDAC2,ATP5F1E,ACAA1,HADHB,AIFM1,ISCU,ABCB7,TOMM70,MRPS12,CS,MTX2,ATP5F1D,IMMT,ACAA2,ACADVL,SLC25A20,MRPL15,LRPPRC,ATP5PF,ACO2,GLUD1,TIMM9,MAOB,TIMM10,TIMM13,ATP5PO,MRPL11,ACADSB,GOT2","KRAS (Mutation, COAD)"
"Heme metabolism","Heme metabolism","1.2890640065698122","0.0847457627118644030161931369","0.207702020202020221084637797","74","SLC2A1,HEBP1,NNT,MGST3,ALDH6A1,HBD,DMTN,PGLS,H1-0,GLRX5,SNCA,BLVRB,SLC4A1,RNF123,SPTA1,SELENBP1,ADD1,ANK1,RAD23A,PRDX2,HDGF,SPTB","KRAS (Mutation, COAD)"
"Glycolysis","Glycolysis","1.2255685055766274","0.0928030303030303038713810793","0.207702020202020221084637797","108","TPI1,TFF3,TGFBI,IGFBP3,SLC25A13,FAM162A,AK3,MIF,NSDHL,GLRX,MDH2,AKR1A1,PDK3,VCAN,ERO1A,PGK1,LHPP,PGLS,PKP2,GOT1,ALDH9A1,DCN,UGP2,DSC2,ARPP19,COG2,GOT2,GFPT1,B3GNT3,GNPDA1,GALE,GALK2,IDH1,HK2,ALDH7A1,CASP6","KRAS (Mutation, COAD)"
"IL-2/STAT5 signaling","IL-2/STAT5 signaling","1.2798687544556013","0.1081593927893738094070386069","0.231067793686389494345334583","64","AMACR,IRF6,ABCB1,ALCAM,SYNGR2,CKAP4,CAPG,SERPINB6,PUS1,HOPX,HUWE1,AHCY,ANXA4,ITGA6,RHOB,DCPS,SWAP70,UMPS,HK2,FAH,PTRH2,SH3BGRL2,ECM1,SLC1A5","KRAS (Mutation, COAD)"
"IL-6/JAK2/STAT3 signaling","IL-6/JAK2/STAT3 signaling","-1.3334821178393468","0.1147186147186147198162586847","0.234424995294560539749184613","20","STAT1,STAT3,FAS,IRF9,PLA2G2A,CD38,PTPN1,CBL","KRAS (Mutation, COAD)"
"KRAS signaling up","KRAS signaling up","1.2048307672907888","0.1779026217228464323838466044","0.348392634207240925459103664","54","HKDC1,ALDH1A3,PIGR,ABCB1,USH1C,IGFBP3,GLRX,GALNT3,ERO1A,JUP","KRAS (Mutation, COAD)"
"Apical surface","Apical surface","-1.2430220537129733","0.1995798319327731218386645651","0.375053918044572220935606310","13","SLC34A3,CRYBG1,ATP8B1,LYN,APP","KRAS (Mutation, COAD)"
"Epithelial mesenchymal transition","Epithelial mesenchymal transition","1.1274265510699537","0.2074766355140186813166280899","0.375053918044572220935606310","121","ELN,FBN2,IGFBP2,FBLN5,COL11A1,SERPINE2,FGF2,TGFBI,MGP,IGFBP3,TIMP3,CAPG,CXCL12,VCAN,THBS2,ACTA2,FBN1,SNTB1,TPM4,PLOD3,ABI3BP,DAB2,EFEMP2,THY1,MFAP5,DCN,PVR,RHOB","KRAS (Mutation, COAD)"
"DNA repair","DNA repair","-1.1269926791350913","0.2165605095541401348135934768","0.376975701816466168825314753","86","CDA,RRM2B,RFC5,NT5C3A,SDCBP,RFC2,RFC4,CMPK2,ELOA,PCNA,RFC3,POLR2H,RBX1,ADA,MPG,CLP1,NME3,RALA,SSRP1,POLD1,FEN1,ALYREF,NELFB,GTF2B,STX3","KRAS (Mutation, COAD)"
"MYC targets V1","MYC targets V1","1.0776955822875955","0.2694497153700189939762310587","0.447822141560798581139124508","182","PHB1,HSPE1,PHB2,VDAC1,SLC25A3,MRPL23,NAP1L1,TOMM70,PGK1,IMPDH2,HNRNPA1,UBA2,VBP1,PRPF31,XPOT,TRIM28,PWP1,C1QBP,SSBP1,FBL,RAN,NPM1,EEF1B2,RPL22,PSMB2,MRPL9,RPL6,GOT2,PRDX4,RPS6,COX5A,HPRT1,AP3S1,RPL14,PA2G4,TUFM,CAD,NOP56,DUT,GSPT1,PRDX3,SRSF2,SRSF1,HNRNPA3,HDGF,SNRPD1,PSMA4,CNBP,NDUFAB1,ACP1,LSM7,SRPK1,CBX3,PCBP1,PABPC4,EIF3J,GLO1,RANBP1,UBE2L3,ERH,NOP16,NME1,PSMA6,ILF2,XPO1,HDAC2,RPS2,PSMA1,YWHAQ,RAD23B,RACK1,YWHAE,EIF2S2,EPRS1,ETF1,SNRPD2,SNRPG","KRAS (Mutation, COAD)"
"Protein secretion","Protein secretion","1.0987730661676598","0.2763157894736842368210716359","0.447822141560798581139124508","75","TSPAN8,KRT18,ATP1A1,M6PR,AP2B1,CTSC,VPS45,COG2,ERGIC3,OCRL,AP3S1,AP2M1,DST,CLTC,RPS6KA3,PPT1,SEC31A,TSG101,YIPF6,TMED10,AP2S1,AP3B1,TMED2,NAPG,MON2,SEC22B","KRAS (Mutation, COAD)"
"Androgen response","Androgen response","1.1014756783734587","0.2960893854748603559734476676","0.461430575035063128552792477","51","KRT8,ALDH1A3,SRP19,AZGP1,STK39,DBI,H1-0","KRAS (Mutation, COAD)"
"Hypoxia","Hypoxia","1.0914304921681941","0.3043478260869565410473569500","0.461430575035063128552792477","81","SLC2A1,TPI1,TGFBI,IGFBP3,FAM162A,MIF,GAPDH,GLRX,FBP1,PDK3,ERO1A,PGK1,HK1,DCN,UGP2,LXN,CA12,PRKCA,SELENBP1,PRDX5,BGN,SLC25A1,HK2,CSRP2,SRPX,CASP6","KRAS (Mutation, COAD)"
"Angiogenesis","Angiogenesis","-1.0669663067233595","0.3642105263157894845527096095","0.515803336259877065472778668","18","VTN,VAV2","KRAS (Mutation, COAD)"
"Myogenesis","Myogenesis","-1.0563782769908654","0.3713080168776371481342835068","0.515803336259877065472778668","77","DES,COL6A3,CLU,COL6A2,MYH11,COL15A1,LSP1,HSPB8,ACTA1,TAGLN,SMTN,COL4A2,COL1A1,GNAO1,ATP6AP1,PRNP,LDB3,MYLK,APP,PDLIM7,ITGA7,TPM2,AGL,DMD,GABARAPL2,SORBS1,PFKM","KRAS (Mutation, COAD)"
"UV response up","UV response up","-1.0485377212722307","0.3731343283582089775940460186","0.515803336259877065472778668","84","DGAT1,RAB27A,C4BPB,ARRB2,CDC34,WIZ,TAP1,RFC4,ATP6V1C1,H2AX,HSPA13,NUP58,CNP,ICAM1,NXF1,DNAJA1,POLR2H,APOM,MGAT1,LYN,POLE3,COL2A1,CDK2,PPAT,PRKACA,MARK2,FEN1,EPHX1","KRAS (Mutation, COAD)"
"PI3K/AKT/mTOR signaling","PI3K/AKT/mTOR signaling","0.9932127277621353","0.4615384615384615640820697990","0.602564102564102643810883819","61","SLC2A1,AKT1S1,UBE2N,ITPR2,PRKAG1,RAC1,ECSIT,ARHGDIA,ARPC3,TBK1,ACTR3,AP2M1,CLTC,PIN1,RPS6KA3,IRAK4","KRAS (Mutation, COAD)"
"P53 pathway","P53 pathway","0.9498222810152458","0.5555555555555555802271783250","0.705705705705705677033279244","74","GPX2,PRKAB1,SERPINB5,FAM162A,RPL36,TAX1BP3,ISCU","KRAS (Mutation, COAD)"
"Hedgehog signaling","Hedgehog signaling","0.8903910329738673","0.6100386100386100407533263024","0.736467236467236441299633043","12","RASA1,CRMP1,THY1,DPYSL2","KRAS (Mutation, COAD)"
"Xenobiotic metabolism","Xenobiotic metabolism","-0.9430804895273414","0.6111111111111111604543566500","0.736467236467236441299633043","90","VTN,ARG1,PROS1,CES1,CDA,PLG,ADH1C,TKFC,FAS,DDC,IGFBP4,NPC1,SSR3","KRAS (Mutation, COAD)"
"Estrogen response late","Estrogen response late","0.9240530040850291","0.6294896030245746842979315261","0.739650283553875298458990528","81","HMGCS2,ETFB,ALDH3A2,TFF3,CD9,TST,PKP3,CXCL12,WFS1,FLNB,BLVRB,FDFT1,KRT19,PDCD4,IMPA2,CA12,DYNLT3,ARL3","KRAS (Mutation, COAD)"
