"Analysis_Name","Method","Method_Label","Sorting_Name","Sorting_Rule","Recommended_Primary_Sorting","ATF3_Found","ATF3_Rank","ATF3_Score","ATF3_P_Value","ATF3_Adj_P_Value","ATF3_Rank1","Top_TF","DEG_ATF3_Primary_Significant","DEG_ATF3_FDR_Significant"
"DLD1","enrichr","ENRICHR","current_09_integrated","ENRICHR integrated rank from 09: Best_Rank, Mean_Rank, Library_Count, adjusted P, P, combined score.",TRUE,TRUE,129,23.0193700753098,0.00182922383301787,0.0311799516991682,FALSE,"E2F4",TRUE,TRUE
"DLD1","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,48,23.0193700753098,0.00182922383301787,0.0311799516991682,FALSE,"E2F4",TRUE,TRUE
"DLD1","enrichr","ENRICHR","best_p_value_asc","Best nominal P value ascending, then best adjusted P ascending, then combined score descending.",FALSE,TRUE,51,23.0193700753098,0.00182922383301787,0.0311799516991682,FALSE,"E2F4",TRUE,TRUE
"DLD1","enrichr","ENRICHR","best_combined_score_desc","Best combined score descending, then adjusted P and P ascending.",FALSE,TRUE,56,23.0193700753098,0.00182922383301787,0.0311799516991682,FALSE,"DMRT1",TRUE,TRUE
"DLD1","enrichr","ENRICHR","library_count_desc_adj_p_asc","ENRICHR library count descending, then best adjusted P and P ascending.",FALSE,TRUE,10,23.0193700753098,0.00182922383301787,0.0311799516991682,FALSE,"E2F4",TRUE,TRUE
"DLD1","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,43,1.68689656096903,0.0205638032050793,NA,FALSE,"E2F1",TRUE,TRUE
"DLD1","trrust","TRRUST","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,43,1.68689656096903,0.0205638032050793,NA,FALSE,"E2F1",TRUE,TRUE
"DLD1","trrust","TRRUST","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,43,1.68689656096903,0.0205638032050793,NA,FALSE,"E2F1",TRUE,TRUE
"DLD1","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,35,2.7606034418752,0.00576946839707515,NA,FALSE,"E2F4",TRUE,TRUE
"DLD1","collectri","CollecTRI","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,35,2.7606034418752,0.00576946839707515,NA,FALSE,"E2F4",TRUE,TRUE
"DLD1","collectri","CollecTRI","score_descending","Absolute activity score descending, then P value ascending.",FALSE,TRUE,35,2.7606034418752,0.00576946839707515,NA,FALSE,"E2F4",TRUE,TRUE
"DLD1","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,24,2.7606034418752,0.00576946839707515,NA,FALSE,"FOXO3",TRUE,TRUE
"DLD1_HCT15","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,9,2.86371038982706,0.00136864120256671,NA,FALSE,"ATF4",TRUE,FALSE
"DLD1_HCT15","dorothea","DoRothEA","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,9,2.86371038982706,0.00136864120256671,NA,FALSE,"ATF4",TRUE,FALSE
"DLD1_HCT15","dorothea","DoRothEA","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,9,2.86371038982706,0.00136864120256671,NA,FALSE,"ATF4",TRUE,FALSE
"DLD1_HCT15","chea3","ChEA3","current_09_rank","ChEA3 Integrated--topRank: Method_Rank ascending; lower ChEA3 score is better.",TRUE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15","chea3","ChEA3","score_ascending","ChEA3 Integrated score ascending; lower score is better.",FALSE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15","viper","VIPER","current_09_abs_score","VIPER absolute activity score descending.",TRUE,TRUE,59,1.94680442808512,NA,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15","viper","VIPER","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,246,1.94680442808512,NA,NA,FALSE,"ATF4",TRUE,FALSE
"DLD1_HCT15","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,16,1.94680442808512,NA,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15","enrichr","ENRICHR","current_09_integrated","ENRICHR integrated rank from 09: Best_Rank, Mean_Rank, Library_Count, adjusted P, P, combined score.",TRUE,TRUE,4,67.9244563136121,1.37418721396433e-07,9.99034104552068e-05,FALSE,"ATF4",TRUE,FALSE
"DLD1_HCT15","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,1,67.9244563136121,1.37418721396433e-07,9.99034104552068e-05,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15","enrichr","ENRICHR","best_p_value_asc","Best nominal P value ascending, then best adjusted P ascending, then combined score descending.",FALSE,TRUE,1,67.9244563136121,1.37418721396433e-07,9.99034104552068e-05,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15","enrichr","ENRICHR","best_combined_score_desc","Best combined score descending, then adjusted P and P ascending.",FALSE,TRUE,14,67.9244563136121,1.37418721396433e-07,9.99034104552068e-05,FALSE,"SPATA20",TRUE,FALSE
"DLD1_HCT15","enrichr","ENRICHR","library_count_desc_adj_p_asc","ENRICHR library count descending, then best adjusted P and P ascending.",FALSE,TRUE,1,67.9244563136121,1.37418721396433e-07,9.99034104552068e-05,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,13,1.99264170045228,0.0101708745943667,NA,FALSE,"ATF4",TRUE,FALSE
"DLD1_HCT15","trrust","TRRUST","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,13,1.99264170045228,0.0101708745943667,NA,FALSE,"ATF4",TRUE,FALSE
"DLD1_HCT15","trrust","TRRUST","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,13,1.99264170045228,0.0101708745943667,NA,FALSE,"ATF4",TRUE,FALSE
"DLD1_HCT15","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,8,3.28900047590037,0.00100543853653636,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15","collectri","CollecTRI","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,8,3.28900047590037,0.00100543853653636,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15","collectri","CollecTRI","score_descending","Absolute activity score descending, then P value ascending.",FALSE,TRUE,8,3.28900047590037,0.00100543853653636,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,5,3.28900047590037,0.00100543853653636,NA,FALSE,"STAT1",TRUE,FALSE
"DLD1_HCT15_SW48","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,22,1.56995834373307,0.0269179298051944,NA,FALSE,"HIF1A",TRUE,FALSE
"DLD1_HCT15_SW48","dorothea","DoRothEA","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,22,1.56995834373307,0.0269179298051944,NA,FALSE,"HIF1A",TRUE,FALSE
"DLD1_HCT15_SW48","dorothea","DoRothEA","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,22,1.56995834373307,0.0269179298051944,NA,FALSE,"HIF1A",TRUE,FALSE
"DLD1_HCT15_SW48","chea3","ChEA3","current_09_rank","ChEA3 Integrated--topRank: Method_Rank ascending; lower ChEA3 score is better.",TRUE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15_SW48","chea3","ChEA3","score_ascending","ChEA3 Integrated score ascending; lower score is better.",FALSE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15_SW48","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15_SW48","viper","VIPER","current_09_abs_score","VIPER absolute activity score descending.",TRUE,TRUE,89,2.02637677274947,NA,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15_SW48","viper","VIPER","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,240,2.02637677274947,NA,NA,FALSE,"TP53",TRUE,FALSE
"DLD1_HCT15_SW48","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,24,2.02637677274947,NA,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15_SW48","enrichr","ENRICHR","current_09_integrated","ENRICHR integrated rank from 09: Best_Rank, Mean_Rank, Library_Count, adjusted P, P, combined score.",TRUE,TRUE,12,90.5007775576607,5.8292072206723e-07,0.000135626221334309,FALSE,"JUN",TRUE,FALSE
"DLD1_HCT15_SW48","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,3,90.5007775576607,5.8292072206723e-07,0.000135626221334309,FALSE,"JUN",TRUE,FALSE
"DLD1_HCT15_SW48","enrichr","ENRICHR","best_p_value_asc","Best nominal P value ascending, then best adjusted P ascending, then combined score descending.",FALSE,TRUE,3,90.5007775576607,5.8292072206723e-07,0.000135626221334309,FALSE,"JUN",TRUE,FALSE
"DLD1_HCT15_SW48","enrichr","ENRICHR","best_combined_score_desc","Best combined score descending, then adjusted P and P ascending.",FALSE,TRUE,22,90.5007775576607,5.8292072206723e-07,0.000135626221334309,FALSE,"PAX7",TRUE,FALSE
"DLD1_HCT15_SW48","enrichr","ENRICHR","library_count_desc_adj_p_asc","ENRICHR library count descending, then best adjusted P and P ascending.",FALSE,TRUE,7,90.5007775576607,5.8292072206723e-07,0.000135626221334309,FALSE,"ESR1",TRUE,FALSE
"DLD1_HCT15_SW48","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,41,1.10468674124108,0.0785802233279738,NA,FALSE,"NFKB1",TRUE,FALSE
"DLD1_HCT15_SW48","trrust","TRRUST","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,41,1.10468674124108,0.0785802233279738,NA,FALSE,"NFKB1",TRUE,FALSE
"DLD1_HCT15_SW48","trrust","TRRUST","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,41,1.10468674124108,0.0785802233279738,NA,FALSE,"NFKB1",TRUE,FALSE
"DLD1_HCT15_SW48","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,5,4.34431882012301,1.39708492304911e-05,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15_SW48","collectri","CollecTRI","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,5,4.34431882012301,1.39708492304911e-05,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15_SW48","collectri","CollecTRI","score_descending","Absolute activity score descending, then P value ascending.",FALSE,TRUE,5,4.34431882012301,1.39708492304911e-05,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15_SW48","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,3,4.34431882012301,1.39708492304911e-05,NA,FALSE,"STAT1",TRUE,FALSE
"HCT15","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,30,2.01858457950107,0.00958110104757053,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","dorothea","DoRothEA","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,30,2.01858457950107,0.00958110104757053,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","dorothea","DoRothEA","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,30,2.01858457950107,0.00958110104757053,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","chea3","ChEA3","current_09_rank","ChEA3 Integrated--topRank: Method_Rank ascending; lower ChEA3 score is better.",TRUE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,TRUE
"HCT15","chea3","ChEA3","score_ascending","ChEA3 Integrated score ascending; lower score is better.",FALSE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,TRUE
"HCT15","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,TRUE
"HCT15","viper","VIPER","current_09_abs_score","VIPER absolute activity score descending.",TRUE,TRUE,176,0.57568938615316,NA,NA,FALSE,"ZNF263",TRUE,TRUE
"HCT15","viper","VIPER","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,203,0.57568938615316,NA,NA,FALSE,"ZNF263",TRUE,TRUE
"HCT15","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,61,0.57568938615316,NA,NA,FALSE,"THAP1",TRUE,TRUE
"HCT15","enrichr","ENRICHR","current_09_integrated","ENRICHR integrated rank from 09: Best_Rank, Mean_Rank, Library_Count, adjusted P, P, combined score.",TRUE,TRUE,5,125.529235519107,6.07194103214042e-19,4.51752412791248e-16,FALSE,"ATF4",TRUE,TRUE
"HCT15","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,1,125.529235519107,6.07194103214042e-19,4.51752412791248e-16,TRUE,"ATF3",TRUE,TRUE
"HCT15","enrichr","ENRICHR","best_p_value_asc","Best nominal P value ascending, then best adjusted P ascending, then combined score descending.",FALSE,TRUE,1,125.529235519107,6.07194103214042e-19,4.51752412791248e-16,TRUE,"ATF3",TRUE,TRUE
"HCT15","enrichr","ENRICHR","best_combined_score_desc","Best combined score descending, then adjusted P and P ascending.",FALSE,TRUE,6,125.529235519107,6.07194103214042e-19,4.51752412791248e-16,FALSE,"ATF4",TRUE,TRUE
"HCT15","enrichr","ENRICHR","library_count_desc_adj_p_asc","ENRICHR library count descending, then best adjusted P and P ascending.",FALSE,TRUE,1,125.529235519107,6.07194103214042e-19,4.51752412791248e-16,TRUE,"ATF3",TRUE,TRUE
"HCT15","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,90,1.19313931240881,0.0641003923212647,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","trrust","TRRUST","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,90,1.19313931240881,0.0641003923212647,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","trrust","TRRUST","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,90,1.19313931240881,0.0641003923212647,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,2,5.04097561828392,4.63164480854938e-07,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","collectri","CollecTRI","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,2,5.04097561828392,4.63164480854938e-07,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","collectri","CollecTRI","score_descending","Absolute activity score descending, then P value ascending.",FALSE,TRUE,2,5.04097561828392,4.63164480854938e-07,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,2,5.04097561828392,4.63164480854938e-07,NA,FALSE,"ATF4",TRUE,TRUE
"HT55","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,28,1.87841765972777,0.0132306853204951,NA,FALSE,"HIF1A",FALSE,FALSE
"HT55","dorothea","DoRothEA","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,28,1.87841765972777,0.0132306853204951,NA,FALSE,"HIF1A",FALSE,FALSE
"HT55","dorothea","DoRothEA","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,28,1.87841765972777,0.0132306853204951,NA,FALSE,"HIF1A",FALSE,FALSE
"HT55","chea3","ChEA3","current_09_rank","ChEA3 Integrated--topRank: Method_Rank ascending; lower ChEA3 score is better.",TRUE,TRUE,4,0.001229,NA,NA,FALSE,"NR4A3",FALSE,FALSE
"HT55","chea3","ChEA3","score_ascending","ChEA3 Integrated score ascending; lower score is better.",FALSE,TRUE,4,0.001229,NA,NA,FALSE,"NR4A3",FALSE,FALSE
"HT55","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,1,0.001229,NA,NA,TRUE,"ATF3",FALSE,FALSE
"HT55","viper","VIPER","current_09_abs_score","VIPER absolute activity score descending.",TRUE,TRUE,180,0.65216894847538,NA,NA,FALSE,"ARNTL",FALSE,FALSE
"HT55","viper","VIPER","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,117,0.65216894847538,NA,NA,FALSE,"ARNTL",FALSE,FALSE
"HT55","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,144,0.65216894847538,NA,NA,FALSE,"SREBF2",FALSE,FALSE
"HT55","enrichr","ENRICHR","current_09_integrated","ENRICHR integrated rank from 09: Best_Rank, Mean_Rank, Library_Count, adjusted P, P, combined score.",TRUE,TRUE,99,25.9626440984993,0.000168898154235408,0.00248618083034521,FALSE,"SUZ12",FALSE,FALSE
"HT55","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,43,25.9626440984993,0.000168898154235408,0.00248618083034521,FALSE,"SOX2",FALSE,FALSE
"HT55","enrichr","ENRICHR","best_p_value_asc","Best nominal P value ascending, then best adjusted P ascending, then combined score descending.",FALSE,TRUE,46,25.9626440984993,0.000168898154235408,0.00248618083034521,FALSE,"SOX2",FALSE,FALSE
"HT55","enrichr","ENRICHR","best_combined_score_desc","Best combined score descending, then adjusted P and P ascending.",FALSE,TRUE,92,25.9626440984993,0.000168898154235408,0.00248618083034521,FALSE,"HIPK2",FALSE,FALSE
"HT55","enrichr","ENRICHR","library_count_desc_adj_p_asc","ENRICHR library count descending, then best adjusted P and P ascending.",FALSE,TRUE,27,25.9626440984993,0.000168898154235408,0.00248618083034521,FALSE,"EZH2",FALSE,FALSE
"HT55","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,57,1.46840684107071,0.034008944933085,NA,FALSE,"SP3",FALSE,FALSE
"HT55","trrust","TRRUST","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,57,1.46840684107071,0.034008944933085,NA,FALSE,"SP3",FALSE,FALSE
"HT55","trrust","TRRUST","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,57,1.46840684107071,0.034008944933085,NA,FALSE,"SP3",FALSE,FALSE
"HT55","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,69,2.8898920264777,0.00385374165977273,NA,FALSE,"NR3C1",FALSE,FALSE
"HT55","collectri","CollecTRI","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,69,2.8898920264777,0.00385374165977273,NA,FALSE,"NR3C1",FALSE,FALSE
"HT55","collectri","CollecTRI","score_descending","Absolute activity score descending, then P value ascending.",FALSE,TRUE,69,2.8898920264777,0.00385374165977273,NA,FALSE,"NR3C1",FALSE,FALSE
"HT55","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,69,2.8898920264777,0.00385374165977273,NA,FALSE,"NR3C1",FALSE,FALSE
"RKO","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,138,0.732639374922735,0.185080483375136,NA,FALSE,"E2F4",TRUE,TRUE
"RKO","dorothea","DoRothEA","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,138,0.732639374922735,0.185080483375136,NA,FALSE,"E2F4",TRUE,TRUE
"RKO","dorothea","DoRothEA","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,138,0.732639374922735,0.185080483375136,NA,FALSE,"E2F4",TRUE,TRUE
"RKO","chea3","ChEA3","current_09_rank","ChEA3 Integrated--topRank: Method_Rank ascending; lower ChEA3 score is better.",TRUE,TRUE,171,0.04268,NA,NA,FALSE,"E2F8",TRUE,TRUE
"RKO","chea3","ChEA3","score_ascending","ChEA3 Integrated score ascending; lower score is better.",FALSE,TRUE,171,0.04268,NA,NA,FALSE,"E2F8",TRUE,TRUE
"RKO","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,15,0.04268,NA,NA,FALSE,"MYBL2",TRUE,TRUE
"RKO","viper","VIPER","current_09_abs_score","VIPER absolute activity score descending.",TRUE,TRUE,211,0.714999970048965,NA,NA,FALSE,"E2F4",TRUE,TRUE
"RKO","viper","VIPER","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,201,0.714999970048965,NA,NA,FALSE,"MAFB",TRUE,TRUE
